日期,主队,客队,主队主力,客队主力,主队队员,客队队员,主队得分,客队得分,主队疲劳,客队疲劳
2020-01-21,雄鹿,公牛,['韦斯利-马修斯' '布鲁克-洛佩斯' '凯尔-科沃尔' '唐特-迪温琴佐' '乔治-希尔' '艾森-伊利亚索瓦' '德拉甘-本德尔'],['克里斯-邓恩' '卢克-科内特' '赛迪斯-杨' '钱德勒-哈奇森' '克里斯蒂亚诺-费利西奥' '里安-阿尔奇迪亚科诺' '沙奎尔-哈里森'],"['埃里克-布莱索' '韦斯利-马修斯' '扬尼斯-阿德托昆博' '克里斯-米德尔顿' '布鲁克-洛佩斯' '凯尔-科沃尔' '唐特-迪温琴佐'
 '乔治-希尔' '艾森-伊利亚索瓦' '德拉甘-本德尔']","['扎克-拉文' '托马什-萨托兰斯基' '克里斯-邓恩' '劳里-马尔卡宁' '卢克-科内特' '赛迪斯-杨' '科比-怀特' '钱德勒-哈奇森'
 '克里斯蒂亚诺-费利西奥' '里安-阿尔奇迪亚科诺' '沙奎尔-哈里森']",127.05064935064935,84.64285714285714,0,0
2020-01-21,骑士,尼克斯,['小拉里-南斯' '丹特-埃克萨姆' '马修-戴拉维多瓦' '马特-穆尼'],"['雷吉-布洛克' '埃尔弗里德-佩顿' '泰-吉布森' '米切尔-罗宾逊' '丹伊恩-多特森' '博比-波蒂斯' '弗朗克-尼利基纳'
 '凯文-诺克斯']","['达里厄斯-加兰' '科林-塞克斯顿' '切迪-奥斯曼' '凯文-乐福' '特里斯坦-汤普森' '小拉里-南斯' '丹特-埃克萨姆'
 '马修-戴拉维多瓦' '马特-穆尼']","['雷吉-布洛克' '埃尔弗里德-佩顿' '马库斯-莫里斯' '朱利叶斯-兰德尔' '泰-吉布森' '米切尔-罗宾逊' '丹伊恩-多特森'
 '博比-波蒂斯' '弗朗克-尼利基纳' '凯文-诺克斯']",40.13861138861138,149.28479853479854,0,0
2020-01-21,黄蜂,魔术,['科迪-泽勒' '马利克-蒙克' '尼古拉斯-巴图姆' '科迪-马丁' '俾斯麦-比永博' '吉列尔莫-埃尔南戈麦斯'],['肯-伯奇' '韦斯利-艾旺杜' '迈克尔-卡特-威廉姆斯' '加里-克拉克' '穆罕默德-班巴' '阿米尔-杰弗森'],"['德文特-格雷厄姆' '特里-罗齐尔' 'PJ-华盛顿' '迈尔斯-布里奇斯' '科迪-泽勒' '马利克-蒙克' '尼古拉斯-巴图姆'
 '科迪-马丁' '俾斯麦-比永博' '吉列尔莫-埃尔南戈麦斯']","['埃文-富尼耶' '马克尔-富尔茨' '阿龙-戈登' '肯-伯奇' '尼古拉-武切维奇' '特伦斯-罗斯' '韦斯利-艾旺杜'
 '迈克尔-卡特-威廉姆斯' '加里-克拉克' '穆罕默德-班巴' '阿米尔-杰弗森']",83.0,106.0,0,0
2020-01-22,独行侠,快船,"['多里安-芬尼-史密斯' '德怀特-鲍威尔' '马克西-克勒贝尔' '塞思-库里' '博班-马里亚诺维奇' '杰伦-布伦森' '德朗-赖特'
 '何塞-巴里亚']",['兰德里-沙梅特' '帕特里克-贝弗利' '伊维察-祖巴茨' '杰迈克尔-格林' '罗德尼-麦格鲁德'],"['卢卡-东契奇' '小蒂姆-哈达威' '多里安-芬尼-史密斯' '克里斯塔普斯-波尔津吉斯' '德怀特-鲍威尔' '马克西-克勒贝尔'
 '塞思-库里' '博班-马里亚诺维奇' '杰伦-布伦森' '德朗-赖特' '何塞-巴里亚']","['兰德里-沙梅特' '帕特里克-贝弗利' '科怀-伦纳德' '伊维察-祖巴茨' '路易斯-威廉姆斯' '蒙特雷兹-哈勒尔' '杰迈克尔-格林'
 '罗德尼-麦格鲁德']",143.04285714285717,92.60606060606061,0,0
2020-01-23,公牛,森林狼,"['托马什-萨托兰斯基' '克里斯-邓恩' '卢克-科内特' '克里斯蒂亚诺-费利西奥' '钱德勒-哈奇森' '赛迪斯-杨'
 '里安-阿尔奇迪亚科诺']",['沙巴兹-内皮尔' '阿伦-克拉布' '乔丹-麦克劳克林' '戈尔吉-吉昂' '凯塔-贝茨-迪奥普'],"['扎克-拉文' '托马什-萨托兰斯基' '劳里-马尔卡宁' '克里斯-邓恩' '卢克-科内特' '科比-怀特' '克里斯蒂亚诺-费利西奥'
 '钱德勒-哈奇森' '赛迪斯-杨' '里安-阿尔奇迪亚科诺']","['沙巴兹-内皮尔' '贾勒特-卡尔弗' '安德鲁-威金斯' '罗伯特-科温顿' '卡尔-安东尼-唐斯' '阿伦-克拉布' '乔丹-麦克劳克林'
 '戈尔吉-吉昂' '凯塔-贝茨-迪奥普']",117.0,110.0,0,0
2020-01-23,凯尔特人,灰熊,['丹尼尔-泰斯' '布拉德-沃纳梅克' '哈维特-格林' '谢米-奥杰莱' '格兰特-威廉姆斯' '卡森-爱德华兹' '樊尚-普瓦里耶'],['杰-克劳德' '丹东尼-梅尔顿' '所罗门-希尔' '格雷森-阿伦' '泰厄斯-琼斯' '凯尔-安德森' '马尔科-古杜里奇'],"['马库斯-斯马特' '肯巴-沃克' '戈登-海沃德' '杰森-塔特姆' '丹尼尔-泰斯' '布拉德-沃纳梅克' '哈维特-格林' '埃内斯-坎特'
 '谢米-奥杰莱' '格兰特-威廉姆斯' '卡森-爱德华兹' '樊尚-普瓦里耶']","['贾-莫兰特' '狄龙-布鲁克斯' '小贾伦-杰克逊' '杰-克劳德' '约纳斯-瓦兰丘纳斯' '布兰登-克拉克' '丹东尼-梅尔顿'
 '所罗门-希尔' '格雷森-阿伦' '泰厄斯-琼斯' '凯尔-安德森' '马尔科-古杜里奇']",119.0,95.0,0,0
2020-01-23,勇士,爵士,['德雷蒙德-格林' '威利-考利-斯坦' '乔丹-普尔' '雅各布-埃文斯' '马基斯-克里斯' '奥马里-斯佩尔曼'],['罗伊斯-奥尼尔' '乔治-尼昂' '托尼-布拉德利' '伊曼纽尔-穆迪埃' '雷琼-塔克' '埃德-戴维斯' '朱万-摩根'],"['丹吉洛-拉塞尔' '达米恩-李' '德雷蒙德-格林' '格伦-罗宾逊三世' '威利-考利-斯坦' '埃里克-帕斯卡尔' '亚历克-伯克斯'
 '乔丹-普尔' '雅各布-埃文斯' '马基斯-克里斯' '奥马里-斯佩尔曼']","['乔-英格尔斯' '多诺万-米切尔' '博扬-波格丹诺维奇' '罗伊斯-奥尼尔' '鲁迪-戈贝尔' '乔丹-克拉克森' '乔治-尼昂'
 '迈克-康利' '托尼-布拉德利' '伊曼纽尔-穆迪埃' '雷琼-塔克' '埃德-戴维斯' '朱万-摩根']",88.02164502164503,128.21428571428572,0,0
2020-01-23,太阳,步行者,['达里奥-沙里奇' '米卡尔-布里奇斯' '埃利-奥科博' '杰文-卡特' '谢赫-迪亚洛' '泰-杰罗姆'],['TJ-麦康奈尔' '道格-麦克德莫特' '贾斯廷-霍勒迪' '埃德蒙-萨姆纳' '亚卡尔-桑普森'],"['德文-布克' '里基-卢比奥' '凯利-乌布雷' '达里奥-沙里奇' '德安德烈-艾顿' '米卡尔-布里奇斯' '埃利-奥科博' '杰文-卡特'
 '谢赫-迪亚洛' '泰-杰罗姆']","['杰里米-兰姆' '马尔科姆-布罗格登' '多曼塔斯-萨博尼斯' 'TJ-沃伦' '迈尔斯-特纳' 'TJ-麦康奈尔' '道格-麦克德莫特'
 '贾斯廷-霍勒迪' '阿龙-霍勒迪' '埃德蒙-萨姆纳' '亚卡尔-桑普森']",87.0,112.0,0,0
2020-01-23,尼克斯,湖人,['埃尔弗里德-佩顿' '雷吉-布洛克' '泰-吉布森' '丹伊恩-多特森' '米切尔-罗宾逊' '博比-波蒂斯' '凯文-诺克斯'],['丹尼-格林' '埃弗里-布拉德利' '贾维尔-麦基' '德怀特-霍华德' '肯塔维厄斯-考德威尔-波普' '亚历克斯-卡鲁索' '拉简-隆多'],"['埃尔弗里德-佩顿' '雷吉-布洛克' '马库斯-莫里斯' '朱利叶斯-兰德尔' '泰-吉布森' '丹伊恩-多特森' '米切尔-罗宾逊'
 '博比-波蒂斯' '凯文-诺克斯']","['丹尼-格林' '埃弗里-布拉德利' '勒布朗-詹姆斯' '安东尼-戴维斯' '贾维尔-麦基' '凯尔-库兹马' '德怀特-霍华德'
 '肯塔维厄斯-考德威尔-波普' '亚历克斯-卡鲁索' '拉简-隆多']",91.21428571428572,107.42857142857143,0,0
2020-01-23,活塞,国王,['托尼-斯内尔' '索恩-梅克' '兰斯顿-加洛韦' '塞古-敦布亚' '雷吉-杰克逊'],['德维恩-戴德蒙' '科里-约瑟夫' '肯特-贝兹莫尔' '哈里-贾尔斯' '约吉-费雷尔' '贾斯廷-詹姆斯'],"['德里克-罗斯' '斯维亚托斯拉夫-米哈伊柳克' '托尼-斯内尔' '马基夫-莫里斯' '索恩-梅克' '兰斯顿-加洛韦' '克里斯蒂安-伍德'
 '塞古-敦布亚' '雷吉-杰克逊']","['达龙-福克斯' '巴迪-希尔德' '哈里森-巴恩斯' '内马尼亚-别利察' '德维恩-戴德蒙' '波格丹-波格丹诺维奇' '科里-约瑟夫'
 '肯特-贝兹莫尔' '哈里-贾尔斯' '约吉-费雷尔' '贾斯廷-詹姆斯']",127.0,106.0,0,0
2020-01-23,火箭,掘金,['PJ-塔克' '本-麦克勒摩' '丹纽尔-豪斯' '奥斯汀-里弗斯' '以赛亚-哈尔滕施泰因' '克里斯-克莱蒙斯'],['蒙特-莫里斯' '托里-克雷格' 'PJ-多齐尔' '胡安-埃尔南戈麦斯' '贾里德-范德比尔特' '弗拉特科-钱查尔'],"['拉塞尔-威斯布鲁克' '詹姆斯-哈登' 'PJ-塔克' '本-麦克勒摩' '克林特-卡佩拉' '埃里克-戈登' '丹纽尔-豪斯'
 '奥斯汀-里弗斯' '以赛亚-哈尔滕施泰因' '克里斯-克莱蒙斯']","['威尔-巴顿' '蒙特-莫里斯' '杰拉米-格兰特' '托里-克雷格' '尼古拉-约基奇' '马利克-比斯利' 'PJ-多齐尔'
 '胡安-埃尔南戈麦斯' '贾里德-范德比尔特' '弗拉特科-钱查尔']",101.15434565434566,84.3,0,0
2020-01-23,热火,奇才,['邓肯-罗宾逊' '迈耶斯-伦纳德' '泰勒-希罗' '詹姆斯-约翰逊' '小德里克-琼斯' '凯利-奥利尼克'],['以赛亚-托马斯' '加里-佩顿二世' '伊萨克-邦加' '伊安-马辛米' '托马斯-布莱恩特'],"['肯德里克-纳恩' '邓肯-罗宾逊' '巴姆-阿德巴约' '吉米-巴特勒' '迈耶斯-伦纳德' '泰勒-希罗' '戈兰-德拉季奇'
 '詹姆斯-约翰逊' '小德里克-琼斯' '凯利-奥利尼克']","['以赛亚-托马斯' '加里-佩顿二世' '布拉德利-比尔' '伊萨克-邦加' '伊安-马辛米' '乔丹-麦克雷' '戴维斯-贝尔坦斯'
 '伊斯梅尔-史密斯' '特洛伊-布朗' '托马斯-布莱恩特']",182.76190476190476,148.38186813186815,0,0
2020-01-23,猛龙,76人,['马克-加索尔' '赛尔吉-伊巴卡'],['马蒂斯-赛布尔' '谢克-米尔顿' '迈克-斯科特' '诺维尔-佩莱' '劳尔-内托'],['弗雷德-范弗利特' '凯尔-洛瑞' '帕斯卡尔-西亚卡姆' '马克-加索尔' '诺曼-鲍威尔' '赛尔吉-伊巴卡'],"['本-西蒙斯' '托拜厄斯-哈里斯' '马蒂斯-赛布尔' '艾尔-霍弗德' '富尔坎-科尔克马兹' '谢克-米尔顿' '迈克-斯科特'
 '诺维尔-佩莱' '劳尔-内托']",52.385714285714286,91.0,0,0
2020-01-23,老鹰,快船,['布鲁诺-费尔南多' '卡姆-雷迪什' '布兰登-古德温' '文斯-卡特' '特雷韦恩-格雷厄姆'],"['特伦斯-曼' '莫里斯-哈克利斯' '伊维察-祖巴茨' '罗德尼-麦格鲁德' '杰迈克尔-格林' '杰罗姆-罗宾逊' '德里克-沃顿'
 '帕特里克-帕特森']","['凯文-赫尔特' '杰夫-蒂格' '德安德烈-亨特' '约翰-科林斯' '布鲁诺-费尔南多' '卡姆-雷迪什' '亚历克斯-莱恩'
 '布兰登-古德温' '文斯-卡特' '特雷韦恩-格雷厄姆']","['路易斯-威廉姆斯' '特伦斯-曼' '兰德里-沙梅特' '莫里斯-哈克利斯' '伊维察-祖巴茨' '蒙特雷兹-哈勒尔' '罗德尼-麦格鲁德'
 '杰迈克尔-格林' '杰罗姆-罗宾逊' '德里克-沃顿' '帕特里克-帕特森']",90.43290043290042,89.0,0,1
2020-01-23,魔术,雷霆,['韦斯利-艾旺杜' '迈克尔-卡特-威廉姆斯' '穆罕默德-班巴' '肯-伯奇'],['吕冈茨-多尔特' '纳伦斯-诺埃尔' '迈克-穆斯卡拉' '哈米杜-迪亚洛' '达里厄斯-贝兹利'],"['埃文-富尼耶' '马克尔-富尔茨' '阿龙-戈登' '韦斯利-艾旺杜' '尼古拉-武切维奇' '特伦斯-罗斯' '迈克尔-卡特-威廉姆斯'
 '穆罕默德-班巴' '肯-伯奇']","['克里斯-保罗' '吕冈茨-多尔特' '谢伊-吉尔杰斯-亚历山大' '达尼罗-加里纳利' '纳伦斯-诺埃尔' '丹尼斯-施罗德'
 '迈克-穆斯卡拉' '哈米杜-迪亚洛' '达里厄斯-贝兹利']",109.3992673992674,103.6888528138528,0,0
2020-01-23,鹈鹕,马刺,['德里克-费沃斯' '约什-哈特' '贾克森-海斯' '伊托万-摩尔' '尼基尔-亚历山大-沃克'],['德章泰-默里' '布林-福布斯' '特雷-莱尔斯' '德里克-怀特' '帕蒂-米尔斯' '马科-贝里内利' '朗尼-沃克' '雅各布-珀尔特尔'],"['朗佐-鲍尔' '朱-霍勒迪' '布兰登-英格拉姆' '蔡恩-威廉森' '德里克-费沃斯' '约什-哈特' 'JJ-雷迪克' '贾克森-海斯'
 '伊托万-摩尔' '尼基尔-亚历山大-沃克']","['德章泰-默里' '布林-福布斯' '德马尔-德罗赞' '拉马库斯-阿尔德里奇' '特雷-莱尔斯' '德里克-怀特' '帕蒂-米尔斯'
 '马科-贝里内利' '朗尼-沃克' '雅各布-珀尔特尔']",115.38095238095238,141.85714285714286,0,0
2020-01-24,开拓者,独行侠,['安芬尼-西蒙斯' '特雷沃-阿里扎' '小加里-特伦特' '凯莱布-斯瓦尼根'],['塞思-库里' '多里安-芬尼-史密斯' '德朗-赖特' '贾斯廷-杰克逊' '马克西-克勒贝尔' '杰伦-布伦森'],['达米安-利拉德' '安芬尼-西蒙斯' '卡梅罗-安东尼' '特雷沃-阿里扎' '哈桑-怀特塞德' '小加里-特伦特' '凯莱布-斯瓦尼根'],"['卢卡-东契奇' '塞思-库里' '多里安-芬尼-史密斯' '小蒂姆-哈达威' '克里斯塔普斯-波尔津吉斯' '德朗-赖特' '贾斯廷-杰克逊'
 '马克西-克勒贝尔' '杰伦-布伦森']",81.79166666666666,116.94642857142857,0,0
2020-01-24,篮网,湖人,['乔-哈里斯' '贾勒特-阿伦' '威尔森-钱德勒' '加莱特-坦普尔' '罗季翁斯-库鲁茨' '西奥-平森'],"['埃弗里-布拉德利' '丹尼-格林' '德怀特-霍华德' '拉简-隆多' '贾里德-杜德利' '亚历克斯-卡鲁索' '特洛伊-丹尼尔斯'
 '奎因-库克']","['凯里-欧文' '斯潘塞-丁威迪' '托里恩-普林斯' '乔-哈里斯' '贾勒特-阿伦' '卡里斯-勒韦尔' '威尔森-钱德勒'
 '加莱特-坦普尔' '罗季翁斯-库鲁茨' '西奥-平森']","['埃弗里-布拉德利' '丹尼-格林' '勒布朗-詹姆斯' '安东尼-戴维斯' '德怀特-霍华德' '凯尔-库兹马' '肯塔维厄斯-考德威尔-波普'
 '拉简-隆多' '贾里德-杜德利' '亚历克斯-卡鲁索' '特洛伊-丹尼尔斯' '奎因-库克']",113.0,128.0,0,1
2020-01-24,骑士,奇才,['特里斯坦-汤普森' '小拉里-南斯' '阿方索-麦金尼' '丹特-埃克萨姆' '约翰-亨森'],['以赛亚-托马斯' '托马斯-布莱恩特' '伊安-马辛米' '特洛伊-布朗' '伊萨克-邦加' '安热伊斯-帕塞奇尼克斯'],"['达里厄斯-加兰' '科林-塞克斯顿' '凯文-乐福' '切迪-奥斯曼' '特里斯坦-汤普森' '小拉里-南斯' '阿方索-麦金尼'
 '丹特-埃克萨姆' '约翰-亨森']","['以赛亚-托马斯' '布拉德利-比尔' '托马斯-布莱恩特' '伊安-马辛米' '戴维斯-贝尔坦斯' '伊斯梅尔-史密斯' '特洛伊-布朗'
 '伊萨克-邦加' '乔丹-麦克雷' '安热伊斯-帕塞奇尼克斯']",109.98506493506494,140.94055944055944,0,1
2020-01-25,公牛,国王,"['克里斯-邓恩' '卢克-科内特' '克里斯蒂亚诺-费利西奥' '钱德勒-哈奇森' '里安-阿尔奇迪亚科诺' '登泽尔-瓦伦丁'
 '沙奎尔-哈里森']",['德维恩-戴德蒙' '科里-约瑟夫' '哈里-贾尔斯' '肯特-贝兹莫尔' '凯尔-盖伊'],"['扎克-拉文' '托马什-萨托兰斯基' '赛迪斯-杨' '克里斯-邓恩' '卢克-科内特' '科比-怀特' '克里斯蒂亚诺-费利西奥'
 '钱德勒-哈奇森' '里安-阿尔奇迪亚科诺' '登泽尔-瓦伦丁' '沙奎尔-哈里森']","['波格丹-波格丹诺维奇' '达龙-福克斯' '哈里森-巴恩斯' '内马尼亚-别利察' '德维恩-戴德蒙' '科里-约瑟夫' '巴迪-希尔德'
 '哈里-贾尔斯' '肯特-贝兹莫尔' '凯尔-盖伊']",88.06181318681318,81.5079365079365,0,0
2020-01-25,勇士,步行者,['达米恩-李' '德雷蒙德-格林' '马基斯-克里斯' '埃里克-帕斯卡尔' '乔丹-普尔' '奥马里-斯佩尔曼'],['TJ-麦康奈尔' '杰里米-兰姆' '道格-麦克德莫特' '贾斯廷-霍勒迪' '埃德蒙-萨姆纳'],"['丹吉洛-拉塞尔' '达米恩-李' '格伦-罗宾逊三世' '德雷蒙德-格林' '马基斯-克里斯' '埃里克-帕斯卡尔' '亚历克-伯克斯'
 '乔丹-普尔' '奥马里-斯佩尔曼']","['TJ-麦康奈尔' '杰里米-兰姆' '多曼塔斯-萨博尼斯' 'TJ-沃伦' '迈尔斯-特纳' '阿龙-霍勒迪' '道格-麦克德莫特'
 '贾斯廷-霍勒迪' '埃德蒙-萨姆纳']",118.0,129.0,0,0
2020-01-25,尼克斯,猛龙,"['埃尔弗里德-佩顿' '雷吉-布洛克' '泰-吉布森' '博比-波蒂斯' '丹伊恩-多特森' '米切尔-罗宾逊' '弗朗克-尼利基纳'
 '凯文-诺克斯']",['OG-阿奴诺比' '马克-加索尔' '朗戴-霍利斯-杰弗森' '特伦斯-戴维斯'],"['埃尔弗里德-佩顿' '雷吉-布洛克' '马库斯-莫里斯' '朱利叶斯-兰德尔' '泰-吉布森' '博比-波蒂斯' '丹伊恩-多特森'
 '米切尔-罗宾逊' '弗朗克-尼利基纳' '凯文-诺克斯']","['弗雷德-范弗利特' '凯尔-洛瑞' '帕斯卡尔-西亚卡姆' 'OG-阿奴诺比' '马克-加索尔' '诺曼-鲍威尔' '赛尔吉-伊巴卡'
 '朗戴-霍利斯-杰弗森' '特伦斯-戴维斯']",124.39069264069265,107.35531135531136,0,0
2020-01-25,森林狼,火箭,['约什-奥科吉' '沙巴兹-内皮尔' '乔丹-麦克劳克林' '阿伦-克拉布' '凯塔-贝茨-迪奥普' '戈尔吉-吉昂'],['PJ-塔克' '本-麦克勒摩' '克林特-卡佩拉' '丹纽尔-豪斯' '奥斯汀-里弗斯'],"['约什-奥科吉' '沙巴兹-内皮尔' '安德鲁-威金斯' '罗伯特-科温顿' '卡尔-安东尼-唐斯' '乔丹-麦克劳克林' '阿伦-克拉布'
 '凯塔-贝茨-迪奥普' '贾勒特-卡尔弗' '戈尔吉-吉昂']","['拉塞尔-威斯布鲁克' '詹姆斯-哈登' 'PJ-塔克' '本-麦克勒摩' '克林特-卡佩拉' '埃里克-戈登' '丹纽尔-豪斯'
 '奥斯汀-里弗斯']",160.02142857142857,122.46538461538462,0,0
2020-01-25,活塞,灰熊,['雷吉-杰克逊' '塞古-敦布亚' '索恩-梅克' '兰斯顿-加洛韦' '路易斯-金'],['布兰登-克拉克' '丹东尼-梅尔顿' '泰厄斯-琼斯' '凯尔-安德森' '所罗门-希尔'],"['德里克-罗斯' '雷吉-杰克逊' '斯维亚托斯拉夫-米哈伊柳克' '塞古-敦布亚' '索恩-梅克' '兰斯顿-加洛韦' '马基夫-莫里斯'
 '克里斯蒂安-伍德' '路易斯-金']","['贾-莫兰特' '狄龙-布鲁克斯' '小贾伦-杰克逊' '约纳斯-瓦兰丘纳斯' '布兰登-克拉克' '丹东尼-梅尔顿' '泰厄斯-琼斯'
 '凯尔-安德森' '所罗门-希尔']",112.0,125.0,0,0
2020-01-25,热火,快船,['邓肯-罗宾逊' '迈耶斯-伦纳德' '凯利-奥利尼克' '小德里克-琼斯' '迪昂-韦特斯'],['兰德里-沙梅特' '莫里斯-哈克利斯' '伊维察-祖巴茨' '杰迈克尔-格林' '帕特里克-帕特森' '罗德尼-麦格鲁德'],"['泰勒-希罗' '邓肯-罗宾逊' '巴姆-阿德巴约' '吉米-巴特勒' '迈耶斯-伦纳德' '凯利-奥利尼克' '小德里克-琼斯'
 '迪昂-韦特斯']","['兰德里-沙梅特' '科怀-伦纳德' '莫里斯-哈克利斯' '伊维察-祖巴茨' '蒙特雷兹-哈勒尔' '路易斯-威廉姆斯' '杰迈克尔-格林'
 '帕特里克-帕特森' '罗德尼-麦格鲁德']",117.0,122.0,0,0
2020-01-25,雷霆,老鹰,['吕冈茨-多尔特' '纳伦斯-诺埃尔' '哈米杜-迪亚洛' '达里厄斯-贝兹利' '迈克-穆斯卡拉' '德翁特-伯顿'],['德安德烈-亨特' '卡姆-雷迪什' '杰夫-蒂格' '布兰登-古德温' '文斯-卡特' '达米安-琼斯' '查理-布朗'],"['克里斯-保罗' '吕冈茨-多尔特' '谢伊-吉尔杰斯-亚历山大' '达尼罗-加里纳利' '纳伦斯-诺埃尔' '丹尼斯-施罗德'
 '哈米杜-迪亚洛' '达里厄斯-贝兹利' '迈克-穆斯卡拉' '德翁特-伯顿']","['特雷-杨' '凯文-赫尔特' '德安德烈-亨特' '约翰-科林斯' '卡姆-雷迪什' '杰夫-蒂格' '布兰登-古德温' '文斯-卡特'
 '达米安-琼斯' '查理-布朗']",140.0,111.0,0,0
2020-01-25,马刺,太阳,['布林-福布斯' '德章泰-默里' '特雷-莱尔斯' '帕蒂-米尔斯' '德里克-怀特' '朗尼-沃克' '鲁迪-盖伊' '雅各布-珀尔特尔'],['里基-卢比奥' '达里奥-沙里奇' '米卡尔-布里奇斯' '泰-杰罗姆'],"['布林-福布斯' '德章泰-默里' '拉马库斯-阿尔德里奇' '德马尔-德罗赞' '特雷-莱尔斯' '帕蒂-米尔斯' '德里克-怀特'
 '朗尼-沃克' '鲁迪-盖伊' '雅各布-珀尔特尔']",['德文-布克' '里基-卢比奥' '达里奥-沙里奇' '凯利-乌布雷' '德安德烈-艾顿' '米卡尔-布里奇斯' '泰-杰罗姆'],125.35714285714285,97.66666666666667,0,0
2020-01-25,魔术,凯尔特人,['肯-伯奇' '韦斯利-艾旺杜' '迈克尔-卡特-威廉姆斯' '穆罕默德-班巴'],['格兰特-威廉姆斯' '丹尼尔-泰斯' '哈维特-格林' '谢米-奥杰莱' '布拉德-沃纳梅克'],"['埃文-富尼耶' '马克尔-富尔茨' '阿龙-戈登' '肯-伯奇' '尼古拉-武切维奇' '特伦斯-罗斯' '韦斯利-艾旺杜'
 '迈克尔-卡特-威廉姆斯' '穆罕默德-班巴']","['肯巴-沃克' '马库斯-斯马特' '戈登-海沃德' '格兰特-威廉姆斯' '丹尼尔-泰斯' '哈维特-格林' '谢米-奥杰莱'
 '布拉德-沃纳梅克']",81.30952380952381,107.5,0,0
2020-01-25,鹈鹕,掘金,['德里克-费沃斯' '约什-哈特' '伊托万-摩尔' '贾克森-海斯' '贾利尔-奥卡福'],['加里-哈里斯' '杰拉米-格兰特' '托里-克雷格' '马利克-比斯利' '蒙特-莫里斯' 'PJ-多齐尔'],"['朱-霍勒迪' '朗佐-鲍尔' '布兰登-英格拉姆' '蔡恩-威廉森' '德里克-费沃斯' '约什-哈特' 'JJ-雷迪克' '伊托万-摩尔'
 '贾克森-海斯' '贾利尔-奥卡福']","['威尔-巴顿' '加里-哈里斯' '杰拉米-格兰特' '托里-克雷格' '尼古拉-约基奇' '小迈克尔-波特' '马利克-比斯利'
 '蒙特-莫里斯' 'PJ-多齐尔']",111.50357142857142,149.5952380952381,0,0
2020-01-25,黄蜂,雄鹿,['尼古拉斯-巴图姆' '科迪-泽勒' '马利克-蒙克' '马文-威廉姆斯' '吉列尔莫-埃尔南戈麦斯'],['韦斯利-马修斯' '布鲁克-洛佩斯' '唐特-迪温琴佐' '乔治-希尔' '凯尔-科沃尔' '艾森-伊利亚索瓦' '帕特-康诺顿'],"['特里-罗齐尔' '德文特-格雷厄姆' '尼古拉斯-巴图姆' 'PJ-华盛顿' '科迪-泽勒' '马利克-蒙克' '马文-威廉姆斯'
 '迈尔斯-布里奇斯' '吉列尔莫-埃尔南戈麦斯']","['埃里克-布莱索' '韦斯利-马修斯' '克里斯-米德尔顿' '扬尼斯-阿德托昆博' '布鲁克-洛佩斯' '唐特-迪温琴佐' '乔治-希尔'
 '凯尔-科沃尔' '艾森-伊利亚索瓦' '帕特-康诺顿']",92.57142857142857,109.58571428571429,0,0
2020-01-26,76人,湖人,['谢克-米尔顿' '马蒂斯-赛布尔' '劳尔-内托' '迈克-斯科特' '詹姆斯-恩尼斯'],['丹尼-格林' '埃弗里-布拉德利' '德怀特-霍华德' '肯塔维厄斯-考德威尔-波普' '亚历克斯-卡鲁索' '拉简-隆多' '贾里德-杜德利'],"['本-西蒙斯' '谢克-米尔顿' '托拜厄斯-哈里斯' '马蒂斯-赛布尔' '艾尔-霍弗德' '富尔坎-科尔克马兹' '劳尔-内托'
 '迈克-斯科特' '詹姆斯-恩尼斯']","['丹尼-格林' '埃弗里-布拉德利' '安东尼-戴维斯' '勒布朗-詹姆斯' '德怀特-霍华德' '肯塔维厄斯-考德威尔-波普' '凯尔-库兹马'
 '亚历克斯-卡鲁索' '拉简-隆多' '贾里德-杜德利']",108.0,91.0,0,0
2020-01-26,森林狼,雷霆,['沙巴兹-内皮尔' '贾勒特-卡尔弗' '乔丹-麦克劳克林' '凯塔-贝茨-迪奥普' '约什-奥科吉' '纳兹-里德'],['吕冈茨-多尔特' '达里厄斯-贝兹利' '迈克-穆斯卡拉' '哈米杜-迪亚洛' '德翁特-伯顿'],"['沙巴兹-内皮尔' '贾勒特-卡尔弗' '罗伯特-科温顿' '安德鲁-威金斯' '卡尔-安东尼-唐斯' '乔丹-麦克劳克林'
 '凯塔-贝茨-迪奥普' '约什-奥科吉' '纳兹-里德']","['克里斯-保罗' '吕冈茨-多尔特' '谢伊-吉尔杰斯-亚历山大' '达里厄斯-贝兹利' '丹尼斯-施罗德' '迈克-穆斯卡拉'
 '哈米杜-迪亚洛' '德翁特-伯顿']",126.8030303030303,106.14285714285714,1,1
